lat,lon,name,admin1,admin2,cc
63.822964,-20.031353,Gunnarssteinn,sögur og sagnir,Rétt norðan við sumarhúsabyggðina í Reynifellshólma. á bökkum Rangár. má finna Gunnarsstein. Þar fór fram einn frægasti bardagi Njálu (1) en steinninn er einmitt kenndur við kappann mikla frá Hlíðarenda. Steinninn hefur verkið merktur af sögusetrinu á Hvolsvelli (2). „Talið að Gunnar hafi staðið á steininum þegar hann barðist. Í þetta sinn sátu þeir Þorgeir Starkaðarson og Þorgeir Otkelsson með fjölda manns fyrir Gunnari og Kolskeggi er þeir komu neðan úr Landeyjum. Í þessum bardaga vó Gunnar Þorgeir Otkelsson“ (3).,BGX5LNSY12
65.375244,-22.917021,Gunnlaugshús. Félagshús - hluti,byggingalist,„Meðan Brynjólfur Benedictsen bjó enn í Félagshúsinu lét hann árið 1851 byggja við húsið og síðar var það hús nefnt Gunnlaugshús eftir þáverandi eiganda sínum. Gunnlaugi Sveinssyni skipstjóra. Þegar húsið var innréttað var m.a. notað í það „betrekk“ sem Jörundur hundadagakonungur mun hafa gefið Guðmundi Scheving meðan hann var amtmaður Jörundar Norðanlands.“,V64XC8ZE13
63.871761,-20.209606,Gunnlaugsskógur,skógar,Gunnlaugsskógur er áhugaverður landgræðsluskógur og dæmi um hvernig endurheimta má örfoka land og breyta í skóg (1). „Bændur í Skaftafelli í Öræfum gáfu Sandgræðslu Íslands nokkuð magn af birkifræi haustið 1938. Því var sáð vorið eftir við hraunbrún norðan við Gunnarsholt. Var það svæði síðar nefnt Gunnlaugsskógur.“ Þessi sáning var þar með sú fyrsta í landgræðsluskóg á Íslandi. Síðan þá hefur fleiri tegundum verið sáð og í dag er landið víðast allgróið og nokkuð votlent (2).,XZC2HTPV7Y
66.092415,-18.647179,Gunnólfsárvirkjun,fossar. gil og gljúfur. virkjanir. byggingalist,Virkjun sem vígð var 1933 og framleiddi rafmagn fyrir byggðina á Kleifum (1).  Þykir skemmtileg til skoðunar vegna þess að það voru bændur í sveitinni sem byggðu hana en einnig er hún umkringd mjög skemmtilegu umhverfi (2).,Z4F2CRB935
66.127121,-15.143173,Gunnólfsvík,fjörur,Mjög athyglisvert gróðurfar er í Gunnólfsvík. en hún er á náttúruminjaskrá Austurlands (1). Fjaran er falleg og þar má finna rekavið og þóftir. Mikið útsýni er yfir Finnafjörð (2). Víkin er kennd við Gunnólf kroppu Landnámsmann. Á Gunnólfsvíkurbakka var talsverð útgerðarstöð um skeið en hún lagðist af um 1940 (3).,BZ54NVKXMH
63.818863,-22.685995,Gunnuhver,sögur og sagnir. jarðhiti,„Rétt austan við Reykjanesvita er mikið jarðhitasvæði. eitt af mörgum á Reykjanesi. Gunnuhver er þekktasti hverinn þar en hann mun draga nafn sitt af Guðrúnu nokkurri sem gekk aftur og olli miklum usla á svæðinu þar til að Eiríkur Magnússon. prestur í Vogsósum. tókst að koma draugnum fyrir með því að senda hann í hverinn.“ Órói hefur verið á svæðinu síðustu ár og eyðilagt útsýnispalla sem þar hafa verið byggðir með nokkru millibili.,2X8TUZNVA6
65.694229,-21.469265,Gunnustaðagróf,jarðminjar. sögur og sagnir,Gunnustaðagróf er á Selströnd. við norðanverðan Steingrímsfjörð. Víða á ströndinni hefur fundist surtarbrandur en þó einna mestur í Gunnustaðagróf. „Þar stóð til að vinna surtarbrand í stórum stíl til eldsneytis árið 1918 en lítið varð úr framkvæmdum“ (1). Til að komast að grófinni er „gengið upp með landamerkjalæk (Winklerfoss) upp þrjá hjalla“ (2).,TV5NZXSFE9
65.708313,-21.709274,Gvendarbrunnur,sögur og sagnir,„Í landi Kálfaness þar sem Hólmavíkurþorp stendur er Gvendarbrunnur. Hann var vígður af Guðmundi biskup Arasyni eins og aragrúi af öðrum uppsprettum. brunnum. lindum. lækjum. laugum. klettum og skriðum á Ströndum. Varð vatnið í Gvendarbrunni í Kálfanesi svo heilagt að það mátti bera það í línhúfu yfir Steingrímsfjörð án þess að hún læki. eftir því sem fram kemur í Biskupasögum. Var vatnið meðal annars notað í lækningaskyni og til að glíma við erfiðustu drauga og forynjur fyrr á öldum“.,B8ZTS7FP6M
65.444893,-14.721154,Gvendarbrunnur á Smjörvatnsheiðarleið,jarðminjar. náttúrulaugar,„Mjög sérkennileg jarðmyndun á gömlu þjóðleiðinni yfir Smjörvatnsheiði og sagt er að Guðmundur hólabiskup hafi vígt brunnlaugina“ (1). Staðsett þar sem Fremri Stórilækur rennur í Laxá. fyrir norðan Miklafell í Biskupsbrekku við munna Laxárdals. Hægt er að ganga á Smjörvatnsheiði úr Svartaskógi (2).,RY9U4BTHZA
65.781815,-21.521849,Gvendarlaug,sögur og sagnir. fornminjar. jarðhiti,Gvendarlaug er um 100 metrum norðan við vesturhorn skólans á Laugarhóli. Hún var friðlýst skv. lögum um menningarminjar árið 1989 (1). Guðmundur góði Arason Hólabiskup vígði laugina sem baðlaug 1237 og því kallast hún Gvendarlaug. „Laugin er snyrtilega hlaðinn pottur úr nokkuð stórgerðu grjóti. Innan í lauginni eru lóðréttir veggir en mikið slý er í vatninu sem ekki er gott að sjá dýptina en hún er nærri tveir metrar í þvermál.“ Bannað er að baða sig í lauginni. Önnur Gvendarlaug er niðri við sundlaugina. Hún hefur sandbotn. er 42°C og fyrir 2-3 menn. Hægt að nota búningsklefa sundlaugarinnar. Sundlaugin heitir Gvendarlaug hins góða og var byggð 1943-1947. Er það útilaug.,YA2PHJKBR1
65.781364,-21.521278,Gvendarlaug,náttúrulaugar,Laugin ber nafnið af því að Guðmundur góði Arason Hólabiskup vígði laugina sem baðlaug 1237. „Laugin er snyrtilega hlaðinn pottur úr nokkuð stórgerðu grjóti. Innan í lauginni eru lóðréttir veggir en mikið slý er í vatninu svo að ekki er gott að sjá dýptina en hún er nærri tveir metrar í þvermál.“ Laugin var friðuð 1989 en  hún var gerð upp eitthvað fyrr. Bannað er að baða sig í lauginni. Önnur Gvendarlaug er niðri við sundlaugina. Hún hefur sandbotn. er 42°C og pláss fyrir 2-3 menn. Hægt er að nota búningsklefa sundlaugarinnar.,Y4ECXD75RF
65.736259,-19.078848,Gvendarskál,sögur og sagnir. fornminjar. þekktar gönguleiðir. útsýni,„Yfir Hólastað gnæfir fjall eitt mikið sem Hólabyrða heitir. Ofarlega í fjallinu er gríðarstór sylla sem kölluð er Gvendarskál. eftir Guðmundi hinum góða Arasyni. biskup á Hólum 1203-1237. Sagnir herma að Guðmundur góði hafi gengið berfættur upp í skálina sem við hann er kennd og gert þar bæn sína við steinaltari. Ekki ber mönnum saman um hve oft hann hafi gengið þangað upp eftir til bæna. sumir segja alla daga föstunnar“ (1). Merkt gönguleið liggur frá skólahúsinu á Hólum upp í skálina. Stígurinn var endurnýjaður árið 2012 af nemum í ferðamálafræði á Hólum. Leiðin liggur gegnum Hólaskóg og er nokkuð grýtt þegar hærra er komið. Frá skálinni er ágætis útsýni yfir dalinn og út í Skagafjörð. Leiðin er 4 km löng og tekur gangan 2-3 klst. Hækkunin er 240 m (2).,TKBPSZFX9D
64.778358,-17.513912,Gæsavötn,gróður.  hraun.  jarðminjar.  jöklar,Tvö grunn vötn eða tjarnir í 920 - 940 m y.s. ásamt gróðurbletti umhverfis þau. Skammt fyrir ofan vötnin. í og við hraunbrún. koma upp lindir. 7 - 8 °C heitar. Umhverfis þær er gróður óvenju þróttmikill....Beint upp af Gæsavötnum er kollóttur hnjúkur. Gæsahnjúkur. Baldur Sigurðsson reisti skála við Gæsavötn 1973 og nýtti í tengslum við ferðaþjónustu. Félag var síðar var stofnað sem tók að sér rekstur skálans. Gæsavatnafélagið. og reisti það nýjan skála 1997.,5YP6T7MLVJ
65.648705,-18.075224,Gömlu brýrnar yfir Eyjafjarðará,fuglar. þekktar gönguleiðir,„Ljúf og skemmtileg gönguleið sem er mikið nýtt af Eyfirðingum sem heilsubótarganga. Hefst við bílastæði við suðurenda flugvallar. Liggur svo suður fyrir völlinn og yfir að Eyjarfjarðarbraut vestri. Góður stígur og merktur. Fín fræðsluskilti á leiðinni. Lengi vel voru Eyjafjarðarár mikill farartálmi. Gjarnan var farið yfir á svokölluðum Hólmavöðum og var það kallað að fara Vaðlana.“ Fuglalíf er mikið þarna og „fuglaskoðunarhús er nyrst í Hólmunum. nálægt sjónum (...) Þarna eru helst vaðfuglar en þó einnig eitthvað um sjófugla. Helstu fuglategundir sem þarna sjást eru Stelkur. Tjaldur. Lóa. Spói. Lóuþræll og Sandlóa.“,GAC36KS4HR
64.317482,-20.110664,Gönguleið að Gullfossi,fossar. gil og gljúfur. þekktar gönguleiðir,Gönguleið að Gullfossi frá austri. „Farið inn Tungufellsdal og inn í Deild. Þar er skilti á vinstri hönd sem vísar til gönguleiðar að Gullfossi sem hefst á plani við girðinguna. Leiðin er merkt með lituðum steinum.“ Leiðin er 2.2 km að fossinum og tekur sú ganga 1-2 klst. Gangan er auðveld (1) en hált getur verið á gilsbrún við fossinn svo fara þarf varlega (2). Skráðar athugasemdir: Staðurinn er viðkvæmur (aðkoma að Gullfossi að austan) og hefur umferð ferðamanna þar bæði valdið áníðslu á svæðið og heimamönnum allnokkrum vandræðum. (3),BV7GLZ169D
63.85125,-21.360971,Gönguleið frá Hafnarnesi að Selvogsvita,fjörur. hraun. drangar. þekktar gönguleiðir. útsýni,„Frábær gönguleið er frá vitanum yst á Hafnarnesi að Selvogsvita. um 17 km löng. Víða eru þverhníptir sjávarklettar með lævísum sprungum. Þjóðleiðin gamla til Suðurnesja lá hér og sjást vel vörður steinsnar upp frá ströndinni“ (1). Á leið þessari er að finna „margvíslegar klettamyndanir. gatkletta og stórkostleg náttúruundur“ (2).,XZDMR1B39H
64.082649,-22.692657,Gönguleiðir frá Garðskaga,sögur og sagnir. réttir. fuglar. hvalir. vitar. fjörur. fornminjar. þekktar gönguleiðir. útsýni,„Frá gamla vitanum á Garðskaga liggja skemmtilegar gönguleiðir. Ef gengið er í áttina að Sandgerði er gengið í hvítum sandi að Hafurbjarnastöðum en þar fundust kuml með vopnum og skrautmunum. Rétt hjá Hafurbjarnarstöðum liggur hinn mikli Skagagarður að Útskálum. en talið er að Garðurinn dragi nafn sitt af honum.“ Einnig er vinsælt „að ganga með fjörunni að uppsátrinu á Lambastöðum. Þar er sjóhús sem tilheyrir byggðasafninu og var gert upp árið 2009. Með allri ströndinni frá Garðskaga í áttina að Leiru eru margar sögulegar minjar um sjósókn og mannlíf fyrri tíma.“ Malbikaður stígur er frá Garðskaga að Nýjalandi og göngustígur með aðgengi fyrir alla að Útskálum.,2VA96CMY3Z
66.093178,-18.646297,Gönguleiðir frá Kleifum í Ólafsfirði,þekktar gönguleiðir. útsýni,"Frá Kleifum í Ólafsfirði er hægt að hefja fjölda gönguleiða. Vinsæl leið liggur t.d. um Rauðuskörð niður í Víkurdal. en gangan tekur um 4 klst (1) og er stikuð. Þetta er leið sem helst er farin yfir sumartímann (2).
Frá Kleifum liggur einnig gönguleið yfir í Fossdal þaðan sem hægt er að ganga áfram í Hvannadal. Styttri leiðin er vandrötuð og tekur um 4 klst (3). Úr Hvanndölum liggja tvær leiðir yfir í Héðinsfjörð. önnur um Hvannadalaskriður (sæbrattar) og hin um Víkurbyrðu yfir í Víkurdal í Héðinsfirði. Úr Víkurdal er svo hægt að fara aftur yfir í Ólafsfjörð um Rauðuskörð (4). Leiðirnar eru merktar á göngukort  sem finna má á vefsíðu Fjallabyggðar (1).",7T4ALD28K9
63.882446,-22.738728,Hafnaberg,vörður. hraun. selir. gil og gljúfur. fuglar. hvalir. útsýni,„Hafnaberg er tiltölulega lítið fuglabjarg sunnan Hafna rúmlega 4 km langt.  Það er engu að síður skoðunarvert vegna iðandi fuglalífs og stundum sjást selir og hvalir fyrir landi. Talið að um 6.000 sjófuglapör eigi varpstað í bjarginu rita. langvía. álka. fýll. teista. silfurmávur. stuttnefja. lundi og súla. Frá veginum milli Hafna og Reykjanesvita er varðaður nýlegur göngustígur u.þ.b. 40 mín. gangur er niður að bjarginu. Fara þarf með gát við bjargbrún þar sem bergið er sprungið við ystu brún. Rétt sunnan bjargsins er Sandvík. sandfjara með miklum sandhólum sem er vinsæl til útiveru“ (1). Við bjargið er varða með nafninu Boðavarða (2).,V9BFS6JLM1
63.883896,-22.691492,Hafnaberg - gönguleið,þekktar gönguleiðir. fuglar. hvalir,Skemmtileg gönguleið frá bílastæði við veginn milli Hafna og Reykjanesvita. Gangan tekur um 1.5-2 klst. Hafnaberg er frábær fuglaskoðunarstaður (1) og oft sjást hvalir út undir berginu. Vara þarf sig þó á bröttum bergbrúnunum (2). Hæsti punktur Hafnabergs er 43 metrar og er áætlað að fjöldi sjófugla þar séu um 6.000 pör (3).,ZSHRKGLDJM
64.066628,-21.954121,Hafnarfjarðarkirkja,kirkjur,Hafnarfjarðarkirkja var vígð 20. desember 1914. en fyrir það höfðu Hafnfirðingar kirkjusókn að Görðum á Álftanesi. „Rögnvaldur Ólafsson fyrsti menntaði íslenski arkitektinn teiknaði Hafnarfjarðarkirkju. Kirkjan er krosskirkja. byggð í nýklassískum rómönskum stíl. en einkenni hans koma fram í bogaformum í kirkjuskipi. kór. hliðarstúkum og gluggum. Mikill stórhugur ríkti meðal sóknarbarna er ráðist var í bygginguna og var kirkjan byggð úr steinsteypu sem var nýlunda á þeim tíma. Kirkjan mun hafa tekið um 400 manns í sæti í upphafi. en þá voru bæjarbúar um 1500. Gerðar hafa verið breytingar á bekkjaskipan kirkjunnar síðan og rúmar hún nú að lágmarki 300 manns í sæti.“,Z8RFJ42YDL
64.059822,-21.943813,Hafnarfjarðarkirkjugarður,kirkjugarðar,Hafnfirðingar voru fram til ársins 1921 jarðaðir í Garðakirkjugarði á Álftanesi. en sá kirkjugarður var orðinn of lítill svo Hafnarfjarðarkirkjugarður var vígður þann 3. mars 1921 af Árna Björnssyni prófasti. Vökumaður kirkjugarðsins er Einar Jóhannesson Hansen sem jarðaður var fyrstur manna í kirkjugarðinum þann sama dag. Í garðinum er einnig minningareitur. „Annan dag Hvítasunnu. þann 1. júní 1998 sem bar upp á 90 ára afmæli Hafnarfjarðarbæjar. vígði séra Gunnar Kristjánsson. prófastur Kjalarnesprófastsdæmis. minningarreit um horfna. drukknaða og látna ástvini í fjarlægð.“,AV6MFRSX2D
65.262527,-13.999848,Hafnargarðurinn,útilist.  skrúðgarðar,„Hafnargarðurinn er staðsettur í hjarta bæjarins. nánar tiltekið á nýrri landfyllingu við ferjuhöfnina. Í framtíðinni mun garðurinn hafa mikið aðdráttarafl fyrir ferðamenn. Garðurinn er byggður upp af bæjarbúum með stuðningi frá ríki og bæ. Í garðinum er búið að gróðursetja mikið af trjám og runnum. þar verður grasagarður með íslenskum jurtum. skúlptúrar eru þar nú þegar og verða fleiri í framtíðinni. Í garðinum er torg sem nýtast mun fyrir sölumarkað. sömuleiðis bekkir. borð. grill og aðstaða til áningar. Nú þegar dregur garðurinn til sín talsvert af ferðamönnum.“,A25HK9U83F
65.542572,-13.756683,Hafnarhólmi,fjörur. fuglar,„Við Hafnarhólma eru fuglaskoðunar- og útsýnispallar. Þar er mikið lundavarp og talsvert æðavarp ásamt dálitlum ritu- og fýlsvörpum. Æðavarpið er mest áberandi í fyrri hluta júní á meðan blikinn er í varpinu. Lundinn er við holur sínar fram í ágústbyrjun og rita og fýll við hreiður út ágúst.“,5Z42LMHJDV
64.497833,-21.939608,Hafnarskógur,fjörur.  þekktar gönguleiðir.  útsýni.  sögur og sagnir.  dýralíf.  fuglar.  gróður.  skógar.  berjaland,Hafnarnarskógur er af mörgum talinn einn merkilegasti birkiskógur landsins. Vindasamt er á þessum slóðum sem veldur iðurlega hættu á fjölfarnasta vegi landsins. en skógurinn skýlir veginum fyrir vindum og skafrenningi. Landið við Hafnarfjall var fyrrum vel gróið og vaxið miklum birkiskógi. en núverandi skógur við veginn eru síðustu leifar hans. Óvíða hefur birkiskógur hjarað við jafn erfiðar aðstæður en í seinni tíð hafa landbætur undir Hafnarfjalli verið miklar (1). Landið er einnig gott berjaland (2). Skráðar athugasemdir: Er mjög viðkvæmt land og jarðvegur þunnur. Þolir ekki mikinn ágang. (3),JNAMTHKLSB
65.583145,-24.116369,Hafnarvaðall,fjörur,„Hafnarvaðall í Örlygshöfn er það vatnsfall við utanverðan Patreksfjörð sem hefur stærst vatnasvið. Lindir eru þó ekki eins áberandi þar og beggja vegna við. í Hænuvík og Vatnsdal“ (1). Við Hafnarvaðal eru „sérlega fallegar fjörur með miklu fuglalífi“ (2). Leirur og skeljasandsfjörur Hafnarvaðals og Tungurifs eru á náttúruminjaskrá Vestfjarða vegna þess fjölskrúðuga lífríkis sem þar er að finna (3).,5AKP936J12
63.932678,-22.683319,Hafnir,sögur og sagnir.  kirkjur.  fuglar.  kirkjugarðar.  minnismerki.  fjörur.  dýralíf.  fornminjar,Frá Höfnum var fyrrum mik­ið út­ræði. Þar er ankeri af bandaríska timbur­skip­inu James­town sem rak á land mannlaust á seint á 19. öld. en annað ankeri úr skipinu fannst í Ósa­botnum. Þar hafa einnig fundist leifar af landnámsskála og bygg­ingar tengdum honum skammt frá Kirkjuvogskirkju. „Heillegt gólf og hleðsla eru talin frá níundu öld en einnig fundust munir“ (1). Við Hafnir er fjölbreytt fuglalíf allan ársins hring og að vetrum má sjá bæði straumendur og himbrima (2). Á Höfnum gerast einnig skáld­­sög­ur Jóns Thoraren­sen Út­nesja­menn. Mar­ína og Sval­heima­menn (1).,7U8M6SJFRK
65.274223,-21.742962,Hafragil,gil og gljúfur,Hafragil er staðsett hægra megin við veginn sem liggur upp Svínadal. sé ekið í norðurátt. Útsýni yfir gilið er gott frá veginum (1). Hafragil er þekkt úr Íslendingasögunum fyrir þær sakir að „þar sátu bræður Guðrúnar Ósvífursdóttur og Bolli fyrir Kjartani Ólafssyni og vógu hann“ (2).,YRESGXJUTH
65.832062,-16.39963,Hafragilsfoss,fossar. gil og gljúfur. hraun. drangar. þekktar gönguleiðir. útsýni,Hafragilsfoss. ásamt Dettifossi. Selfossi og þeirra næsta nágrenni austan Jökulsár á Fjöllum hefur verið friðlýst sem náttúruvætti frá árinu 1996. Hafragilsfoss er 27 metra hár. kenndur við Hafragil vestan við gljúfrið. Nafnið mun vera til komið vegna tröllkonu einnar sem rændi tveim höfrum norður í Öxarfirði. Batt þá saman á hornunum. slengdi þeim á öxl sér og stökk yfir gilið. Nokkuð krefjandi gönguleið er frá bílastæðinu og að Sjónpínu þar sem frábært útsýni er yfir fossinn og Jökulsárgljúfur þar sem þau eru hvað dýpst og hrikalegust. eða um og yfir 100 m að hæð.,CSZM47EJ15
64.128723,-21.64053,Hafravatnsrétt,fornminjar. réttir,„Við Hafravatn er Hafravatnsrétt. Sunnan við réttina er fallegur klettahóll. sem Stekkjarhóll heitir.“ Hafravatnsrétt var hlaðin um aldamótin 1900 og leysti þar með af hólmi fjárréttina í Árnakrók við Selvatn. Réttin var skilarétt Mosfellinga langt fram eftir 20.öld og var í hana rekið fé af Mosfellsheiði (1). Réttin var friðlýst árið 1988 (2).,B57G2XDN6T
64.069511,-22.698597,Hafurbjarnarstaðir,sögur og sagnir,„Á Hafurbjarnarstöðum var kumlateigur forn sem talinn er einn af hinum merkustu sem fundist hafa hér á landi. Var hann athugaður árið 1868 og tekin upp úr honum bein og gripir og flutt í Forngripasafnið en þar sem eftir af honum var rannsakað árið 1947. Alls voru í teignum 9 kuml og í þeim bein 7 eða ef til vill 8 manna og hafa þau verið rannsökuð. Einnig var mikið af beinaleifum hunda og hesta. Allmargt gripa fannst þar. vopn. skartgripir og fleira og sennilega hefur verið þar bátskuml. Heillegasta beinagrindin er varðveitt í glerkassa á Þjóðminjasafni Íslands.“,LDJ23TAX87
63.521866,-18.772009,Hafursey,jarðminjar. gróður. þekktar gönguleiðir. berjaland. útsýni,Hafursey er 582m hátt móbergsfjall á norðanverðum Mýrdalssandi. „Margar kynjamyndir eru í móberginu í Hafursey. Fýll verpir í efstu hömrunum. Undirhlíðar fjallsins vestanvert eru vaxnar kjarri en meiri skógur var fyrrum í Hafursey. Í Hafursey var löngum áningar- og gististaður þeirra sem fóru um Mýrdalssand enda lá þjóðvegurinn við fjallsræturnar áður fyrr. (...) Áður en sæluhús var reist höfðu ferðamenn náttból í hellinum Stúku vestan í eyjunni.“,VPRL9TNSC2
63.981571,-20.439774,Hagakirkja í Holtum,kirkjur,„Hagi er forn kirkjustaður. Kirkjunnar er getið í kirknaskrá Páls biskups Jónssonar um aldamótin 1200 og sterkar líkur eru fyrir því að hún hafi verið orðin sóknarkirkja þegar árið 1096.“ „Með lögum frá 16. nóvember 1907 voru Holtaþing lögð niður og Hagakirkja lögð til Fellsmúlaprestakalls (þá Landþinga). Kirkjan í Haga var reist árið 1891 og vígð 8. nóvember það ár.“ Kirkjan sem stendur þar nú var endurbyggð í sinni upphaflegu mynd eftir að hafa skemmst mikið í ofsaveðrinu 3. febrúar 1991 og var hún endurvígð árið 1994. Kirkjan er friðuð og talin sérstaklega upprunaleg. en byggð í einföldum og hefðbundnum byggingarstíl síns tíma.,NB9TL5K2P6
66.07061,-19.138901,Haganessandur,sögur og sagnir. fjörur. selir. byggingalist. fuglar,Haganessandur er breitt sandrif sem aðskilur Haganesvík og Hópsvatn. Í fjörunni er afar fallegt og mikið fuglalíf (1). „skemmtileg gönguleið fyrir þá sem eru hrifnir af fjörunni“ (2). Við víkina stóð áður lítið kauptún. nefnt Haganesvík. sem var verslunarstaður frá árinu 1897 fram undir 1980 (3). „Starfsemin í Haganesvík fékk á sig skipulagða mynd uppúr aldamótunum 1900. Verslunarrekstur hófst þar fljótlega eftir að þinghús var þar reist árið 1904 og árið 1919 var Samvinnufélag Fljótamanna stofnað. Síðar var þar m.a. komið á laggirnar sláturhúsi. veitingahúsi. samkomuhúsi og fleira“ (4).,TD1KL5ZX2S
64.481186,-20.288198,Hagavatn,jökullón,„Hagavatn er austan undir Hagafelli í Langjökli. Framan við vatnið er hnúkóttur móbergshryggur. sem heitir Brekknafjöll og fram af þeim er Fagradalsfjall. Jarlhetturnar setja sterkan svip á svæðið. en þær eru röð móbergshnúka meðfram rönd Langjökuls innan við Hagavatn.“ Svæðið var eitt sinn töluvert gróið og þar var skógur. kallaður Héðinsskógur. Hann eyddist í Heklugosinu 1693. Vatnið sjálft hefur tekið miklum breytingum á síðustu áratugum og minnkað töluvert.,4C5E1AG6MU
64.124115,-21.153959,Hagavík,dýralíf. fuglar,Fuglalíf er fjölbreytt við Þingvallavatn og Hagavík er kjörinn staður til fuglaskoðunar. Af vatnafuglum sem þar má finna. má nefna himbrima. lóm. grágæs. húsönd. straumönd. gulönd og fleiri andategundir (1). Við Hagavík eru góðar gönguleiðir og fjölbreytt landslag (2).,E1A7DKC9Z5
64.255447,-21.128134,Hakið,sögur og sagnir. útsýni,Hakið er staðsett á vesturbarmi Hestagjár en hún er framhald Almannagjár til suðurs. Þar hefur verið komið upp rúmgóðum útsýnispalli þar sem sjá má vítt og breitt um Þingvallaþjóðgarð. Frá Hakinu liggur greið leið eftir breiðum stíg niður í suðurenda Almannagjár að svokölluðum Kárastaðastíg.,AE8NJKG159
64.918503,-13.701875,Halaklettur,jarðminjar. þekktar gönguleiðir. útsýni,Halaklettur er ofan við Vattarnes. yst við norðanverðan Fáskrúðsfjörð. „Á klettinn er þægilegt göngufæri og er best að leggja upp rétt utan Kolfreyjustaðar. Gangan tekur 1 - 2 klst. Þaðan er frábært útsýni til allra átta. Leiðin er ekki stikuð.“,N5HVLFB298
65.781418,-21.498945,Hallardalsárgil,gil og gljúfur. þekktar gönguleiðir,Hallardalsárgil er sérstakt gljúfur nálægt Strandavegi. Greinileg gönguleið liggur upp með gilinu en lagt er upp austan megin við það þaðan sem Goðafoss sést steypast ofan í gljúfrið. „Gengið er inn Hallardalinn í norður og þegar upp úr dalnum er komið er frábært útsýni yfir Balafjöllin. Gengið er áfram norður þar til Asparvíkurdalur blasir við. Niður Asparvíkurdalinn rennur Fossá og eins og nafnið ber með sér þá eru margir fossar í ánni og alveg dýrlegt að ganga niður með ánni og dást að þeim mörgu og fjölbreyttu fossum sem eru í ánni.“,SJHC23R67U
64.143356,-21.939552,Hallargarðurinn,sögur og sagnir.  skrúðgarðar.  gróður.  byggingalist.  þekktar gönguleiðir,„Hallargarðurinn við Fríkirkjuveg er með fallegri almenningsgörðum í Reykjavík. Blómaskrúð. listaverk. glæsileg hús og útsýni yfir Tjörnina úr austri gefur garðinum tignarlega og hlýlega ásýnd. Jafnfram tengist hann óbeint Hljómskálagarðinum sem liggur skáhallt í mót hinum megin við Sóleyjargötu og Skothúsveginn. Við Hallargarðinn stendur hið glæsilega hús Thors Jenssonar (betur þekkt sem Bindindishöllin) sem er timburhús í nýklassískum stíl og af mörgum talið eitt fegursta hús Reykjavíkur. Þá stendur Kvennaskóli Reykjavíkur og Listasafn Reykjavíkur við garðinn norðanverðan. Í garðinum er að finna ýmis listaverk til dæmis styttuna Adonis eftir Bertel Thorvaldsen.“,V4F69XD38R
66.145119,-17.256565,Hallbjarnarstaðakambur,jarðminjar,Hallbjarnarstaðakambur er í lítilli vík Tjörnesi og er einn merkast fundarstaður jarðlaga með steingervingum á Íslandi. „Hvergi á landinu er eins auðvelt að finna steingervinga og sjá eins mikið af þeim í einu.“ Þykk skeljalögin segja sögu sem enginn núlifandi maður man í dag. Rannsóknir hafa sýnt fram á að þarna þrifust tegundir sem í dag finnast eingöngu í Miðjarðarhafinu. Frjórannsóknir á svæðinu hafa einnig leitt í ljós að á svæðinu var fjölbreyttur skógur með tegundum á borð við furu. greni. þin og lerki auk lauftrjáa líkt og eik. platanviði. helsi og kristþyrni.,M4HG2591J7
64.141838,-21.926689,Hallgrímskirkja,sögur og sagnir.  kirkjur.  byggingalist.  útsýni,„Hallgrímskirkja er kennd við prestinn og skáldið Hallgrím Pétursson (1614-1674). sem kunnur er fyrir Passíusálmana. Hún stendur efst á Skólavörðuholtinu með 73 m háan turn. sem gerir hana að mest áberandi mannvirki borgarinnar og þar með eitt aðalkennileiti hennar. Útsýni er frábært úr turninum á góðum degi.“ Ekkert annað mannvirki hefur verið lengur í byggingu hérlendis eða frá 1937 til 1986. Húsameistari ríkisins. Guðjón Samúelsson teiknaði kirkjuna (1). „Stíll kirkjunnar er í megindráttum nýgotneskur en með sterkum þjóðlegur einkennum. Þannig er turninn myndaður úr hundruðum steinsteypustuðla. Þeir skírskota þó ekki aðeins til náttúru heldur einnig trúarinnar en trúarleg tákn er að finna víða í kirkjubyggingunni“ (2).,FVDZ1N34KS
64.405457,-21.625481,Hallgrímskirkja í Saurbæ,kirkjur,„Hallgrímskirkja í Saurbæ í Hvalfirði eða Saurbæjarkirkja er helguð minningu Hallgríms Péturssonar en hann var sóknarprestur í Saurbæjarprestakalli á árunum 1651 til 1669. Guðjón Samúelsson teiknaði fyrstu gerð að kirkjunni og voru undirstöður steyptar eftir hans teikningu. Árið 1953 teiknuðu Sigurður Guðmundsson og Eiríkur Einarsson nýja kirkju. Kirkjan er steinsteypt og klædd múrsteini að innan. Þakið er koparklætt. Turninn er 20 metra hár. Gerður Helgadóttir gerði glerlistaverk kirkjunnar en verk hennar eru sótt í Passíusálmana. Altaristöfluna gerði finnskur  listamaður Lennart Segerstråle og er þar um að ræða fresku sem sýnir Jesú sem ljós heimsins (Jh. 8. 12).“,NYHCU3S4PJ
